date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:24:04	3790/3790	---M--	200	added ('OK')	image/png	etag:%226481b76b-ece%22	https://flatsome3.uxthemes.com/wp-content/themes/flatsome/assets/img/shadow@2x.png	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/themes/flatsome/assets/img/shadow@2x.png	(from https://flatsome3.uxthemes.com/wp-content/cache/min/1/wp-content/themes/flatsome/assets/css/flatsome-decc1c539c4ae21021625c907828ff8b.css)
14:24:07	1020/1020	---M--	200	added ('OK')	image/png	etag:%226481b76b-3fc%22	https://flatsome3.uxthemes.com/wp-content/themes/flatsome/assets/img/underline.png	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/themes/flatsome/assets/img/underline.png	(from https://flatsome3.uxthemes.com/wp-content/cache/min/1/wp-content/themes/flatsome/assets/css/flatsome-decc1c539c4ae21021625c907828ff8b.css)
14:24:08	291/291	---MCZ	200	added ('OK')	text/css	etag:W/%2263eaa28b-123%22	https://flatsome3.uxthemes.com/wp-includes/css/classic-themes.min.css?ver=6.2.2	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-includes/css/classic-themes.min3781.css	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:08	2640/2640	---MCZ	200	added ('OK')	text/css	etag:W/%2260a3a570-a50%22	https://flatsome3.uxthemes.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.4.1	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/plugins/contact-form-7/includes/css/stylesc225.css	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:08	2630/2630	---MCZ	200	added ('OK')	text/css	etag:W/%2260a3a562-a46%22	https://flatsome3.uxthemes.com/wp-content/plugins/yith-woocommerce-wishlist/assets/css/jquery.selectBox.css?ver=1.2.0	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/plugins/yith-woocommerce-wishlist/assets/css/jquery.selectBox7359.css	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:09	3943/3943	---MCZ	200	added ('OK')	text/css	etag:W/%2262e11968-f67%22	https://flatsome3.uxthemes.com/wp-content/themes/flatsome/inc/integrations/wc-yith-wishlist/wishlist.css?ver=3.10.2	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/themes/flatsome/inc/integrations/wc-yith-wishlist/wishlist007f.css	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:09	145840/145840	---MCZ	200	added ('OK')	text/css	etag:W/%226481b76b-239b0%22	https://flatsome3.uxthemes.com/wp-content/themes/flatsome/assets/css/flatsome.css?ver=3.17.1	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/themes/flatsome/assets/css/flatsome5d63.css	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:10	24132/24132	---MCZ	200	added ('OK')	text/css	etag:W/%226481b76b-5e44%22	https://flatsome3.uxthemes.com/wp-content/themes/flatsome/assets/css/flatsome-shop.css?ver=3.17.1	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/themes/flatsome/assets/css/flatsome-shop5d63.css	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:10	89815/89815	---MCZ	200	added ('OK')	application/javascript	etag:W/%226408d5ed-15ed7%22	https://flatsome3.uxthemes.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.4	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-includes/js/jquery/jquery.min5aed.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:10	8171/8171	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263c7d511-1feb%22	https://flatsome3.uxthemes.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:10	6607/6607	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263e274b5-19cf%22	https://flatsome3.uxthemes.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.11	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-includes/js/dist/vendor/regenerator-runtime.min8fa4.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:11	17823/17823	---MCZ	200	added ('OK')	application/javascript	etag:W/%226329dfa1-459f%22	https://flatsome3.uxthemes.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:11	13485/13485	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260a3a570-34ad%22	https://flatsome3.uxthemes.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.4.1	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/plugins/contact-form-7/includes/js/indexc225.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:11	9505/9505	---MCZ	200	added ('OK')	application/javascript	etag:W/%226481b786-2521%22	https://flatsome3.uxthemes.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.7.7.2	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min808e.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:12	3029/3029	---MCZ	200	added ('OK')	application/javascript	etag:W/%226481b786-bd5%22	https://flatsome3.uxthemes.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=7.7.2	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min2922.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:12	1834/1834	---MCZ	200	added ('OK')	application/javascript	etag:W/%226481b786-72a%22	https://flatsome3.uxthemes.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.7.7.2	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.minbb76.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:12	2139/2139	---MCZ	200	added ('OK')	application/javascript	etag:W/%226481b786-85b%22	https://flatsome3.uxthemes.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=7.7.2	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min2922.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:12	2938/2938	---MCZ	200	added ('OK')	application/javascript	etag:W/%226481b786-b7a%22	https://flatsome3.uxthemes.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=7.7.2	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min2922.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:13	1499/1499	---MCZ	200	added ('OK')	application/javascript	etag:W/%22625095f6-5db%22	https://flatsome3.uxthemes.com/wp-includes/js/hoverIntent.min.js?ver=1.10.2	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-includes/js/hoverIntent.min3e5a.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:13	1989/1989	---MCZ	200	added ('OK')	application/javascript	etag:W/%226481b76b-7c5%22	https://flatsome3.uxthemes.com/wp-content/themes/flatsome/inc/integrations/wc-yith-wishlist/wishlist.js?ver=3.10.2	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/themes/flatsome/inc/integrations/wc-yith-wishlist/wishlist007f.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:13	3538/3538	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262e11968-dd2%22	https://flatsome3.uxthemes.com/wp-content/themes/flatsome/inc/extensions/flatsome-instant-page/flatsome-instant-page.js?ver=1.2.1	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/themes/flatsome/inc/extensions/flatsome-instant-page/flatsome-instant-page1576.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:14	16237/16237	---MCZ	200	added ('OK')	application/javascript	etag:W/%226481b76b-3f6d%22	https://flatsome3.uxthemes.com/wp-content/themes/flatsome/inc/extensions/flatsome-live-search/flatsome-live-search.js?ver=3.17.1	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/themes/flatsome/inc/extensions/flatsome-live-search/flatsome-live-search5d63.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:16	2355/2355	---MCZ	200	added ('OK')	application/javascript	etag:W/%226481b76b-933%22	https://flatsome3.uxthemes.com/wp-content/themes/flatsome/inc/extensions/flatsome-lazy-load/flatsome-lazy-load.js?ver=3.17.1	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/themes/flatsome/inc/extensions/flatsome-lazy-load/flatsome-lazy-load5d63.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:16	2981/2981	---MCZ	200	added ('OK')	application/javascript	etag:W/%22625095f6-ba5%22	https://flatsome3.uxthemes.com/wp-includes/js/comment-reply.min.js?ver=6.2.2	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-includes/js/comment-reply.min3781.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2025%20Jun%202023%2008:54:16%20GMT	http://flatsome3.uxthemes.com/wp-content/plugins/woocommerce/assets/js/prettyPhoto/jquery.prettyPhoto.min.js?ver=3.1.6	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/plugins/woocommerce/assets/js/prettyPhoto/jquery.prettyPhoto.min.4b005e.delayed	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:16	21538/21538	---MCZ	200	added ('OK')	application/javascript	etag:W/%22622f3301-5422%22	https://flatsome3.uxthemes.com/wp-content/plugins/woocommerce/assets/js/prettyPhoto/jquery.prettyPhoto.min.js?ver=3.1.6	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/plugins/woocommerce/assets/js/prettyPhoto/jquery.prettyPhoto.min005e.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:20	14927/14927	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260a3a562-3a4f%22	https://flatsome3.uxthemes.com/wp-content/plugins/yith-woocommerce-wishlist/assets/js/jquery.selectBox.min.js?ver=1.2.0	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/plugins/yith-woocommerce-wishlist/assets/js/jquery.selectBox.min7359.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:20	24059/24059	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260a3a562-5dfb%22	https://flatsome3.uxthemes.com/wp-content/plugins/yith-woocommerce-wishlist/assets/js/jquery.yith-wcwl.min.js?ver=3.0.22	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/plugins/yith-woocommerce-wishlist/assets/js/jquery.yith-wcwl.mind92a.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:21	18833/18833	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263331441-4991%22	https://flatsome3.uxthemes.com/wp-includes/js/underscore.min.js?ver=1.13.4	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-includes/js/underscore.mind584.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:21	1426/1426	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632938ea-592%22	https://flatsome3.uxthemes.com/wp-includes/js/wp-util.min.js?ver=6.2.2	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-includes/js/wp-util.min3781.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:22	13892/13892	---MCZ	200	added ('OK')	application/javascript	etag:W/%226481b786-3644%22	https://flatsome3.uxthemes.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart-variation.min.js?ver=7.7.2	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart-variation.min2922.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:22	351/351	---MCZ	200	added ('OK')	application/javascript	etag:W/%226035311f-15f%22	https://flatsome3.uxthemes.com/wp-includes/js/zxcvbn-async.min.js?ver=1.0	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-includes/js/zxcvbn-async.min5152.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:22	4910/4910	---MCZ	200	added ('OK')	application/javascript	etag:W/%226254194e-132e%22	https://flatsome3.uxthemes.com/wp-includes/js/dist/hooks.min.js?ver=4169d3cf8e8d95a3d6d5	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-includes/js/dist/hooks.min6c65.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:23	10230/10230	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632e0f32-27f6%22	https://flatsome3.uxthemes.com/wp-includes/js/dist/i18n.min.js?ver=9e794f35a71bb98672ae	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-includes/js/dist/i18n.mine57b.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:23	1123/1123	---MCZ	200	added ('OK')	application/javascript	etag:W/%22600ac5c3-463%22	https://flatsome3.uxthemes.com/wp-admin/js/password-strength-meter.min.js?ver=6.2.2	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-admin/js/password-strength-meter.min3781.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
14:24:30	2020/2020	---MCZ	200	added ('OK')	application/javascript	etag:W/%226481b786-7e4%22	https://flatsome3.uxthemes.com/wp-content/plugins/woocommerce/assets/js/frontend/password-strength-meter.min.js?ver=7.7.2	C:/Users/91735/Downloads/cloth_websiteProject/flatsome3.uxthemes.com/wp-content/plugins/woocommerce/assets/js/frontend/password-strength-meter.min2922.js	(from https://flatsome3.uxthemes.com/demos/shop-demos/simple-slider/?add_to_wishlist=395)
